#,Player ID,League,Team,Name,Position,Sofascore Rating,Goals,xG,Big chances missed,Total shots,Shots on target,Shots off target,Goal conversion %,Succ. dribbles,Succ. dribbles %,Goals inside box,Goals outside box,Headed goals,Left-footed goals,Right-footed goals,Hit woodwork,Offsides,Penalties won,Penalties taken,Penalty goals,Penalty conversion %,Free kick goals,Shots from set piece,Set piece conv. %,Tackles,Interceptions,Clearances,Blocked shots,Dribbled past,Errors leading to goal,Errors leading to shot,Penalties committed,Own goals,Clean sheets,Big chances created,Assists,Passes to assist,Key passes,Total passes,Accurate passes,Inaccurate passes,Accurate passes %,Passes in own half,Passes in opp. half,Acc. final third passes,Accurate crosses,Accurate crosses %,Accurate long balls,Accurate long balls %,Appearances,Started,Minutes played,Yellow cards,Red cards,Fouls,Was fouled,Possession lost,Dispossessed,Total duels won,Total duels won %,Ground duels won,Ground duels won %,Aerial duels won,Aerial duels won %
133,1014412,La Liga,Valencia,Julen Agirrezabala,Goalkeeper,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,1.39,0.0,0.11,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.06,27.44,19.11,8.33,69.64,16.22,2.89,0.78,0.0,0.0,4.5,35.22,18,18,1620,0.06,0.0,0.0,0.06,8.39,0.0,0.56,83.33,0.17,60.0,0.39,100.0
134,141832,La Liga,Elche,Pedro Bigas,Defender,6.91,0.05,0.03,0.05,0.46,0.14,0.23,10.0,0.18,57.14,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1.23,4.73,0.86,0.73,0.0,0.18,0.09,0.0,0.23,0.18,0.09,0.0,0.64,67.34,59.92,7.42,88.99,32.76,27.16,11.15,0.36,32.0,3.55,45.61,27,24,1978,0.14,0.05,1.14,0.86,10.87,0.32,4.64,58.96,2.55,53.33,2.09,67.65
135,908714,La Liga,Villarreal,Arnau Tenas,Goalkeeper,6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.89,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.89,17.56,10.33,62.95,14.89,2.67,0.78,0.0,0.0,5.33,34.78,9,9,810,0.0,0.0,0.0,0.11,10.44,0.0,0.22,100.0,0.22,100.0,0.0,0.0
136,1119345,La Liga,Atlético Madrid,Obed Vargas,Midfielder,6.9,0.0,0.02,0.0,0.55,0.0,0.42,0.0,1.25,69.23,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.97,1.25,0.55,1.11,0.0,0.28,0.0,0.0,0.14,0.0,0.14,0.0,0.55,38.55,31.62,6.93,82.01,15.81,15.81,7.9,0.14,20.0,1.53,45.83,11,7,649,0.28,0.0,0.55,1.25,10.4,0.28,5.96,66.15,5.69,70.69,0.28,28.57
137,901325,La Liga,Atlético Madrid,Nicolás González,Midfielder,6.9,0.31,0.26,0.37,2.65,1.23,1.05,11.63,1.48,51.06,0.31,0.0,0.18,0.12,0.0,0.12,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.74,1.66,0.18,0.99,0.06,0.0,0.0,0.0,0.12,0.18,0.0,0.0,0.74,32.92,25.03,7.89,76.03,10.17,14.86,7.89,0.18,11.11,1.36,52.38,24,18,1460,0.25,0.06,1.73,1.54,14.42,1.23,7.58,51.9,4.5,47.1,3.08,60.98
138,999178,La Liga,Deportivo Alavés,Ville Koski,Defender,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,1.88,6.6,0.94,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,14.61,10.84,3.77,74.19,8.48,2.36,0.47,0.0,0.0,1.41,42.86,4,2,191,0.0,0.0,0.47,0.0,4.24,0.0,4.24,75.0,2.36,83.33,1.88,66.67
139,827212,La Liga,FC Barcelona,Jules Koundé,Defender,6.9,0.04,0.07,0.2,0.56,0.16,0.28,7.14,0.83,60.0,0.04,0.0,0.04,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.19,2.18,0.52,0.87,0.0,0.08,0.04,0.0,0.32,0.24,0.12,0.0,0.91,76.24,69.81,6.43,91.57,32.01,37.8,16.9,0.48,30.0,1.23,46.97,30,24,2269,0.24,0.0,0.91,0.95,11.11,0.91,5.04,54.51,3.65,53.8,1.39,56.45
140,142622,La Liga,Real Madrid,Antonio Rüdiger,Defender,6.9,0.06,0.06,0.06,0.78,0.06,0.54,7.69,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.24,3.14,0.24,0.06,0.0,0.06,0.0,0.0,0.3,0.06,0.0,0.06,0.18,70.7,65.81,4.89,93.09,43.07,22.74,5.73,0.0,0.0,2.9,53.33,18,16,1492,0.0,0.0,0.66,0.12,5.49,0.06,2.77,63.89,0.97,55.17,1.81,69.77
141,1546073,La Liga,FC Barcelona,Xavi Espart,Defender,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,3.78,2.27,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.8,58.99,6.81,89.66,35.55,23.45,6.05,0.0,0.0,1.51,40.0,3,1,119,0.0,0.0,0.0,2.27,11.34,2.27,9.08,70.59,6.05,66.67,3.03,80.0
142,1002347,La Liga,Girona FC,Alejandro Francés,Defender,6.9,0.0,0.07,0.08,1.28,0.32,0.4,0.0,0.56,63.64,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1.2,4.82,0.48,0.56,0.0,0.08,0.0,0.0,0.0,0.16,0.16,0.0,0.8,58.69,48.81,9.88,83.17,25.61,23.2,12.2,0.72,37.5,3.85,41.38,24,11,1121,0.16,0.08,1.2,1.85,12.6,0.24,5.54,66.35,4.34,66.67,1.2,65.22
143,949962,La Liga,Celta Vigo,Ferran Jutglà,Forward,6.9,0.49,0.37,0.44,2.46,1.42,0.82,20.0,1.15,39.62,0.38,0.11,0.0,0.11,0.38,0.05,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.38,1.09,0.05,0.22,0.0,0.0,0.0,0.0,0.0,0.11,0.16,0.05,0.77,22.16,17.12,5.03,77.28,6.29,10.83,6.02,0.16,15.79,0.66,66.67,29,21,1645,0.22,0.0,1.31,1.53,11.87,1.09,4.16,40.86,3.28,43.17,0.88,34.04
144,280979,La Liga,Real Sociedad,Gonçalo Guedes,Midfielder,6.9,0.39,0.19,0.15,2.25,0.88,0.54,17.39,0.88,46.15,0.29,0.1,0.0,0.1,0.29,0.1,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.2,0.29,0.0,1.22,0.0,0.05,0.0,0.0,0.05,0.29,0.2,0.05,1.22,27.65,20.65,7.0,74.69,5.63,15.02,9.93,0.83,24.29,1.22,58.14,32,22,1839,0.15,0.0,0.88,1.62,14.68,1.17,4.26,44.85,3.72,46.91,0.54,34.38
145,1154587,La Liga,Elche,Álvaro Rodriguez,Forward,6.89,0.25,0.37,0.72,3.13,0.97,1.65,8.11,1.61,49.35,0.21,0.04,0.04,0.21,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.13,1.1,0.04,0.38,0.0,0.0,0.04,0.0,0.04,0.3,0.21,0.0,1.4,21.94,14.15,7.79,64.48,3.43,10.72,6.35,0.17,40.0,0.55,65.0,33,23,2125,0.08,0.0,1.52,1.95,16.35,1.82,9.95,51.65,4.45,45.85,5.51,57.52
146,85859,La Liga,Atlético Madrid,Antoine Griezmann,Forward,6.89,0.45,0.48,0.52,2.92,1.56,1.23,15.56,0.52,33.33,0.45,0.0,0.0,0.32,0.13,0.06,0.97,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.91,0.45,0.78,0.13,0.71,0.0,0.13,0.0,0.0,0.13,0.52,0.19,0.06,1.95,44.58,36.71,7.86,82.36,13.32,23.39,12.67,1.3,26.67,2.08,66.67,33,12,1385,0.06,0.0,0.26,0.65,16.12,0.45,2.73,42.42,2.08,45.71,0.65,34.48
147,1485300,La Liga,Girona FC,Vitor Reis,Defender,6.89,0.03,0.05,0.12,0.56,0.12,0.32,5.26,0.24,72.73,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.92,6.11,1.18,0.32,0.0,0.21,0.0,0.03,0.15,0.06,0.03,0.0,0.27,55.51,50.58,4.93,91.12,36.02,14.56,3.84,0.0,0.0,2.27,51.33,35,34,3048,0.21,0.03,1.06,0.71,5.99,0.18,4.78,57.65,2.36,59.7,2.42,55.78
148,110783,La Liga,Mallorca,Sergi Darder,Midfielder,6.89,0.03,0.07,0.07,1.21,0.45,0.52,2.86,1.18,57.63,0.03,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.87,0.87,0.62,0.21,0.52,0.0,0.0,0.0,0.0,0.03,0.42,0.17,0.03,1.97,38.26,32.27,5.99,84.34,12.88,19.39,9.7,1.87,32.93,2.7,58.21,37,29,2599,0.1,0.0,0.69,0.97,12.5,0.62,3.26,52.81,3.01,53.05,0.24,50.0
149,1012444,La Liga,Villarreal,Alberto Moleiro,Midfielder,6.88,0.38,0.22,0.22,1.72,0.75,0.71,21.74,1.2,48.48,0.26,0.11,0.0,0.04,0.34,0.04,0.11,0.04,0.0,0.0,0.0,0.0,0.04,0.0,1.12,0.41,0.45,0.11,2.17,0.04,0.08,0.0,0.0,0.0,0.34,0.19,0.0,1.35,29.48,23.29,6.19,79.01,8.14,15.15,9.52,0.34,29.03,0.56,41.67,36,29,2400,0.15,0.0,1.2,0.94,11.96,0.94,3.38,34.88,3.26,37.18,0.11,12.5
150,797291,La Liga,Athletic Club,Unai Simón,Goalkeeper,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.95,0.0,0.0,0.0,0.03,0.0,0.0,0.16,0.0,0.0,0.0,0.03,30.38,17.62,12.76,58.01,12.11,5.51,2.7,0.0,0.0,7.0,35.87,37,37,3330,0.03,0.0,0.0,0.22,12.97,0.0,0.46,100.0,0.14,100.0,0.32,100.0
151,855831,La Liga,Elche,Víctor Chust,Defender,6.88,0.04,0.02,0.04,0.39,0.13,0.26,11.11,0.35,66.67,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,2.65,0.87,3.43,0.74,0.87,0.0,0.13,0.0,0.0,0.17,0.0,0.0,0.0,0.22,64.06,57.95,6.12,90.45,34.44,23.51,9.33,0.35,23.53,2.6,45.45,30,21,2075,0.26,0.04,1.56,0.39,8.67,0.17,4.6,53.27,3.38,55.32,1.21,48.28
152,149734,La Liga,Athletic Club,Aymeric Laporte,Defender,6.88,0.0,0.07,0.09,0.66,0.22,0.17,0.0,0.09,100.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,1.18,1.09,5.55,0.57,0.39,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.31,54.04,48.19,5.85,89.17,31.41,16.78,4.76,0.04,50.0,2.88,51.16,25,24,2060,0.17,0.0,0.39,0.57,6.38,0.04,4.46,68.0,1.83,68.85,2.62,67.42
153,21555,La Liga,Sevilla,César Azpilicueta,Defender,6.87,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.16,40.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.76,3.11,0.72,0.8,0.0,0.0,0.0,0.0,0.16,0.08,0.08,0.0,0.16,51.86,45.64,6.22,88.0,29.84,15.8,5.59,0.32,36.36,2.39,47.62,16,16,1128,0.32,0.0,1.76,0.64,10.21,0.16,4.39,52.88,2.79,49.3,1.6,60.61
154,925097,La Liga,FC Barcelona,Ronald Araújo,Defender,6.87,0.26,0.12,0.18,0.96,0.44,0.44,27.27,0.0,0.0,0.26,0.0,0.18,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.79,2.98,0.35,0.09,0.0,0.0,0.09,0.0,0.18,0.09,0.0,0.0,0.26,68.88,63.1,5.78,91.6,36.89,26.2,6.31,0.0,0.0,1.84,46.67,23,10,1027,0.18,0.0,1.49,0.26,7.45,0.09,5.0,60.64,1.84,53.85,3.15,65.45
155,887055,La Liga,Real Betis,Cucho Hernández,Forward,6.87,0.4,0.39,0.32,3.06,0.9,1.37,12.94,0.97,54.0,0.29,0.11,0.04,0.04,0.32,0.11,0.58,0.0,0.04,0.04,100.0,0.0,0.07,0.0,0.97,0.32,0.86,0.07,0.36,0.04,0.0,0.0,0.0,0.22,0.29,0.11,0.0,1.19,23.06,16.51,6.55,71.61,5.25,11.26,7.52,0.11,13.04,1.12,70.45,31,29,2502,0.18,0.0,0.79,1.33,13.63,1.87,4.53,45.0,3.24,46.39,1.29,41.86
156,39182,La Liga,Villarreal,Dani Parejo,Midfielder,6.87,0.0,0.01,0.0,0.14,0.0,0.07,0.0,0.54,50.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,2.64,0.81,0.95,0.47,0.68,0.07,0.27,0.0,0.0,0.0,0.2,0.0,0.07,1.69,57.36,50.14,7.23,87.4,24.26,25.88,11.89,0.81,32.43,3.51,60.47,31,15,1332,0.2,0.0,1.08,1.76,11.49,0.68,5.47,65.32,4.93,64.04,0.54,80.0
157,855832,La Liga,Deportivo Alavés,Antonio Blanco,Midfielder,6.87,0.06,0.03,0.0,1.13,0.36,0.33,5.26,0.68,74.19,0.03,0.03,0.0,0.03,0.03,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.61,1.22,0.33,1.93,0.0,0.06,0.0,0.0,0.12,0.06,0.09,0.0,0.65,53.39,45.59,7.79,85.4,22.84,22.75,8.63,0.24,26.67,2.97,57.47,35,35,3026,0.27,0.0,2.08,1.22,10.89,1.01,5.68,47.51,4.64,47.13,1.04,49.3
158,360718,La Liga,Celta Vigo,Carl Starfelt,Defender,6.86,0.0,0.03,0.12,0.24,0.06,0.18,0.0,0.06,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.02,6.51,0.78,0.06,0.0,0.06,0.0,0.06,0.3,0.0,0.0,0.0,0.06,61.19,58.65,2.53,95.86,45.21,13.44,2.23,0.0,0.0,1.87,72.09,19,17,1493,0.06,0.06,1.15,0.48,3.07,0.12,3.74,59.05,1.87,59.62,1.87,58.49
159,1518971,La Liga,Elche,Adam Boayar,Forward,6.86,0.85,0.25,0.0,4.25,1.7,1.7,20.0,0.85,20.0,0.85,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.85,3.4,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,33.11,28.87,4.25,87.18,9.34,19.53,16.98,0.0,0.0,2.55,100.0,7,0,106,0.0,0.0,0.0,0.85,16.13,3.4,7.64,42.86,5.09,35.29,2.55,75.0
160,1084730,La Liga,Celta Vigo,Bryan Zaragoza,Forward,6.86,0.08,0.16,0.0,2.06,0.95,0.63,3.85,2.14,38.57,0.08,0.0,0.0,0.0,0.08,0.0,0.48,0.08,0.08,0.08,100.0,0.0,0.0,0.0,0.79,0.16,0.4,0.0,0.95,0.0,0.08,0.0,0.0,0.08,0.32,0.08,0.0,1.43,26.48,20.54,5.95,77.54,5.07,15.46,9.99,1.19,22.06,1.03,56.52,19,13,1135,0.08,0.0,0.56,1.35,17.13,0.4,4.36,42.64,4.28,44.63,0.08,12.5
161,814590,La Liga,FC Barcelona,Marcus Rashford,Forward,6.86,0.43,0.41,0.54,4.09,1.56,1.08,10.53,1.56,34.94,0.32,0.11,0.05,0.16,0.22,0.16,0.54,0.0,0.0,0.0,0.0,0.05,0.59,9.09,0.43,0.11,0.75,0.16,0.27,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,2.26,39.69,33.55,6.14,84.53,5.76,27.79,19.17,1.45,24.55,1.24,56.1,31,17,1671,0.16,0.0,0.54,1.35,18.47,1.24,3.55,40.24,3.34,40.26,0.22,40.0
162,1649918,La Liga,Levante UD,Carlos Espí,Forward,6.86,0.71,0.45,0.64,3.71,1.57,1.57,19.23,0.86,50.0,0.5,0.21,0.29,0.14,0.29,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.43,0.93,0.07,0.57,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.64,14.21,9.07,5.14,63.82,3.14,5.93,3.5,0.0,0.0,0.07,33.33,24,12,1260,0.21,0.0,2.14,1.64,11.5,1.36,6.64,47.45,3.43,41.74,3.21,55.56
163,103417,La Liga,Real Betis,Isco,Midfielder,6.86,0.52,0.49,0.0,2.59,0.52,0.52,20.0,0.52,50.0,0.52,0.0,0.0,0.0,0.52,0.0,0.0,0.52,0.52,0.52,100.0,0.0,0.0,0.0,1.55,0.52,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,2.59,65.69,59.48,6.21,90.55,20.69,38.79,23.28,1.03,25.0,3.62,70.0,7,0,174,0.0,0.0,1.55,4.14,14.48,1.03,6.72,50.0,6.21,54.55,0.52,25.0
164,949707,La Liga,Getafe,Juan Iglesias,Defender,6.86,0.03,0.03,0.0,0.76,0.15,0.2,3.85,0.87,51.72,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.73,3.98,0.32,1.45,0.06,0.03,0.0,0.03,0.26,0.09,0.06,0.0,0.52,24.57,15.91,8.65,64.78,6.24,9.67,5.17,0.61,20.79,2.12,32.74,36,35,3099,0.12,0.0,1.77,1.92,17.77,0.49,6.88,55.24,6.01,57.66,0.87,42.86
165,973699,La Liga,Girona FC,Iván Martín,Midfielder,6.86,0.0,0.03,0.07,0.48,0.18,0.15,0.0,1.07,60.42,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.59,1.03,0.15,0.66,0.0,0.04,0.0,0.0,0.15,0.07,0.04,0.0,0.85,50.04,44.71,5.33,89.35,21.03,23.68,12.43,0.11,21.43,2.32,71.59,34,28,2448,0.11,0.04,1.03,1.1,9.49,1.18,5.04,53.31,4.34,56.46,0.7,39.58
166,795064,La Liga,Real Madrid,Trent Alexander-Arnold,Defender,6.86,0.0,0.02,0.0,0.77,0.15,0.46,0.0,0.38,41.67,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.08,1.08,0.77,0.23,0.77,0.0,0.0,0.0,0.0,0.08,0.23,0.31,0.08,2.23,63.21,53.89,9.32,85.26,20.94,32.95,16.4,2.54,25.98,5.93,57.89,21,14,1169,0.31,0.0,0.77,0.38,20.4,0.31,2.23,46.03,1.85,43.64,0.38,62.5
167,37318,La Liga,Osasuna,Ante Budimir,Forward,6.85,0.53,0.54,0.5,3.21,1.29,1.48,16.67,0.09,18.75,0.53,0.0,0.16,0.31,0.06,0.19,0.69,0.06,0.25,0.19,75.0,0.0,0.0,0.0,0.63,0.19,1.41,0.19,0.13,0.0,0.03,0.0,0.0,0.06,0.06,0.0,0.0,0.47,11.91,7.26,4.65,60.95,2.42,4.84,2.95,0.0,0.0,0.13,44.44,36,34,2863,0.13,0.0,1.54,1.13,9.4,1.01,5.47,47.15,1.79,38.51,3.68,52.94
168,824200,La Liga,Atlético Madrid,Ademola Lookman,Forward,6.85,0.64,0.67,0.32,3.37,0.8,1.6,19.05,0.96,46.15,0.64,0.0,0.16,0.0,0.48,0.16,1.12,0.0,0.16,0.16,100.0,0.0,0.0,0.0,0.48,0.16,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,1.6,25.83,21.5,4.33,83.23,4.97,16.52,10.27,0.32,18.18,0.16,33.33,11,8,561,0.16,0.0,0.8,1.44,10.27,1.76,3.21,41.67,2.89,42.86,0.32,33.33
169,855833,La Liga,FC Barcelona,Ferran Torres,Forward,6.85,0.76,0.62,0.95,3.17,1.7,0.95,23.88,0.33,29.17,0.62,0.14,0.05,0.05,0.66,0.28,0.52,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.33,0.14,0.47,0.05,0.38,0.0,0.0,0.0,0.0,0.09,0.19,0.05,0.0,1.04,20.22,15.29,4.92,75.64,5.16,10.13,6.44,0.05,50.0,0.33,58.33,32,22,1901,0.09,0.0,0.62,0.85,9.28,0.9,2.65,43.08,1.47,35.63,1.18,58.14
170,19356,La Liga,Celta Vigo,Iago Aspas,Forward,6.85,0.41,0.37,0.17,2.31,0.99,0.91,17.86,0.99,60.0,0.33,0.08,0.0,0.33,0.08,0.08,0.0,0.08,0.17,0.17,100.0,0.0,0.0,0.0,1.16,0.99,0.17,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.66,0.25,0.0,2.48,49.92,39.26,10.66,78.64,8.68,30.58,19.75,0.5,25.0,2.81,61.82,31,10,1089,0.33,0.0,0.25,1.24,16.69,1.24,3.64,50.0,3.39,53.95,0.25,25.0
171,843678,La Liga,Villarreal,Santi Comesaña,Midfielder,6.85,0.11,0.16,0.15,1.01,0.26,0.52,11.11,0.41,52.38,0.11,0.0,0.0,0.04,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.04,2.01,0.56,0.93,0.0,0.22,0.04,0.0,0.07,0.11,0.22,0.0,1.01,45.09,37.52,7.57,83.21,17.38,20.14,10.22,0.07,13.33,1.57,52.5,34,28,2413,0.19,0.04,1.6,1.04,11.04,1.01,4.44,46.48,3.13,45.16,1.31,50.0
172,966862,La Liga,Real Sociedad,Ander Barrenetxea,Midfielder,6.85,0.15,0.13,0.31,1.73,0.56,0.92,8.82,2.8,47.41,0.05,0.1,0.0,0.0,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.05,100.0,1.53,0.76,0.56,0.2,0.81,0.0,0.05,0.0,0.0,0.0,0.56,0.25,0.0,2.24,36.94,29.66,7.28,80.3,7.78,21.88,12.67,0.51,13.89,1.37,49.09,30,22,1769,0.25,0.0,1.88,1.53,19.74,1.68,6.31,43.51,5.85,44.4,0.46,34.62
173,255999,La Liga,Mallorca,Omar Mascarell,Midfielder,6.85,0.08,0.01,0.0,0.29,0.12,0.08,28.57,0.25,66.67,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.44,3.33,0.7,0.74,0.08,0.08,0.0,0.0,0.16,0.08,0.08,0.0,0.33,42.99,36.87,6.12,85.77,21.43,15.44,5.3,0.04,16.67,3.24,54.48,29,25,2192,0.21,0.0,1.56,0.53,7.55,0.16,3.9,49.22,2.71,51.16,1.19,45.31
174,927066,La Liga,Levante UD,Pablo Martínez,Midfielder,6.85,0.05,0.1,0.05,1.42,0.2,0.71,3.57,0.71,42.42,0.05,0.0,0.0,0.05,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.86,0.96,1.47,0.51,0.61,0.0,0.05,0.0,0.0,0.15,0.46,0.2,0.0,1.57,32.93,25.6,7.34,77.73,11.89,13.71,7.34,1.42,35.0,1.77,41.18,26,20,1779,0.15,0.0,1.52,0.61,13.1,0.86,2.78,39.57,2.12,35.29,0.66,65.0
175,900008,La Liga,Rayo Vallecano,Óscar Valentín,Midfielder,6.85,0.04,0.04,0.0,0.57,0.18,0.26,7.69,0.22,41.67,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,1.18,2.59,0.61,1.45,0.0,0.09,0.04,0.0,0.18,0.04,0.0,0.0,0.44,38.07,33.68,4.39,88.48,16.1,17.59,7.41,0.0,0.0,1.05,50.0,32,25,2052,0.13,0.04,1.36,0.88,6.36,0.48,5.22,49.79,4.08,54.71,1.14,37.68
176,976141,La Liga,Osasuna,Jon Moncayola,Midfielder,6.85,0.0,0.06,0.09,0.7,0.15,0.18,0.0,0.4,61.9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.62,0.64,1.47,0.18,1.31,0.0,0.0,0.0,0.0,0.18,0.27,0.12,0.0,1.16,41.84,33.72,8.12,80.58,14.96,18.75,9.01,1.04,24.64,2.66,49.15,35,34,2947,0.27,0.0,1.19,0.4,13.86,0.27,2.93,45.93,2.38,44.57,0.55,52.94
177,787751,La Liga,Atlético Madrid,Robin Le Normand,Defender,6.85,0.05,0.03,0.05,0.3,0.05,0.15,16.67,0.05,25.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,1.01,4.93,0.35,0.4,0.05,0.0,0.0,0.0,0.3,0.05,0.05,0.0,0.1,52.67,47.14,5.53,89.49,32.4,14.74,4.07,0.05,33.33,1.81,40.0,28,17,1789,0.25,0.0,1.11,0.7,6.54,0.05,5.03,63.29,2.47,59.76,2.57,67.11
178,807771,La Liga,Atlético Madrid,Dávid Hancko,Defender,6.85,0.0,0.05,0.08,0.79,0.19,0.49,0.0,0.3,53.33,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.72,3.77,0.38,0.75,0.0,0.04,0.04,0.0,0.3,0.15,0.08,0.0,0.49,53.76,47.09,6.67,87.6,26.94,20.15,9.04,0.11,10.34,2.52,51.15,29,26,2389,0.08,0.0,0.57,0.15,9.72,0.3,3.65,54.49,2.07,52.88,1.58,56.76
179,857205,La Liga,Espanyol,Fernando Calero,Defender,6.84,0.0,0.08,0.17,0.52,0.04,0.44,0.0,0.09,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,1.22,5.37,1.35,0.26,0.0,0.0,0.0,0.0,0.22,0.04,0.0,0.0,0.13,50.37,44.43,5.94,88.2,35.56,8.87,2.1,0.0,0.0,3.01,46.0,27,23,2060,0.22,0.0,0.66,0.39,6.68,0.04,3.28,52.08,1.66,58.46,1.62,46.84
180,1145642,La Liga,Osasuna,Victor Muñoz,Forward,6.84,0.2,0.2,0.3,2.73,1.05,0.84,7.41,2.53,42.13,0.13,0.07,0.07,0.03,0.1,0.03,0.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.3,0.67,0.0,0.61,0.0,0.0,0.0,0.0,0.1,0.07,0.07,0.0,0.91,21.02,16.97,4.05,80.74,4.35,12.62,7.46,0.74,21.36,0.17,35.71,34,31,2668,0.1,0.0,1.08,1.82,15.82,1.89,5.63,41.44,5.06,42.25,0.57,35.42
