#,Player ID,League,Team,Name,Position,Sofascore Rating,Goals,xG,Big chances missed,Total shots,Shots on target,Shots off target,Goal conversion %,Succ. dribbles,Succ. dribbles %,Goals inside box,Goals outside box,Headed goals,Left-footed goals,Right-footed goals,Hit woodwork,Offsides,Penalties won,Penalties taken,Penalty goals,Penalty conversion %,Free kick goals,Shots from set piece,Set piece conv. %,Tackles,Interceptions,Clearances,Blocked shots,Dribbled past,Errors leading to goal,Errors leading to shot,Penalties committed,Own goals,Clean sheets,Big chances created,Assists,Passes to assist,Key passes,Total passes,Accurate passes,Inaccurate passes,Accurate passes %,Passes in own half,Passes in opp. half,Acc. final third passes,Accurate crosses,Accurate crosses %,Accurate long balls,Accurate long balls %,Appearances,Started,Minutes played,Yellow cards,Red cards,Fouls,Was fouled,Possession lost,Dispossessed,Total duels won,Total duels won %,Ground duels won,Ground duels won %,Aerial duels won,Aerial duels won %
267,1063015,La Liga,Espanyol,Tyrhys Dolan,Midfielder,6.75,0.08,0.09,0.08,1.21,0.41,0.38,6.25,1.28,41.98,0.08,0.0,0.0,0.0,0.08,0.04,0.19,0.08,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.68,0.49,0.08,0.83,0.0,0.0,0.0,0.0,0.04,0.26,0.19,0.0,1.21,20.56,17.12,3.43,83.3,5.51,11.62,6.6,0.83,21.36,0.15,26.67,35,28,2386,0.19,0.04,1.4,1.7,13.39,1.28,5.39,48.15,5.02,50.38,0.38,30.3
268,1126779,La Liga,Celta Vigo,Williot Swedberg,Midfielder,6.75,0.37,0.27,0.22,1.57,0.9,0.22,23.81,0.75,37.04,0.37,0.0,0.07,0.07,0.22,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.3,0.52,0.15,1.2,0.0,0.0,0.0,0.0,0.0,0.3,0.37,0.0,0.75,21.02,16.23,4.79,77.22,5.39,10.85,6.13,0.15,28.57,0.22,42.86,28,12,1203,0.15,0.0,2.17,2.47,9.95,1.35,5.46,43.98,5.31,47.33,0.15,12.5
269,826004,La Liga,Mallorca,Manu Morlanes,Midfielder,6.75,0.11,0.1,0.05,0.58,0.16,0.27,18.18,0.42,66.67,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.9,1.11,0.11,1.22,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.85,47.86,42.67,5.19,89.15,18.92,23.75,11.61,0.11,22.22,1.96,57.81,31,21,1698,0.11,0.05,1.43,0.64,7.58,0.64,4.45,50.91,3.82,52.94,0.64,41.38
270,892235,La Liga,Real Oviedo,David Carmo,Defender,6.75,0.05,0.05,0.0,0.5,0.15,0.25,10.0,0.1,66.67,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,1.06,7.5,0.91,0.6,0.1,0.05,0.05,0.0,0.15,0.05,0.0,0.0,0.35,51.22,42.2,9.02,82.4,30.07,12.14,4.13,0.05,50.0,5.29,47.95,22,20,1787,0.3,0.05,1.01,0.2,9.77,0.1,5.09,61.96,1.96,54.17,3.12,68.13
271,1391616,La Liga,Girona FC,Joel Roca,Midfielder,6.75,0.19,0.23,0.32,2.99,0.95,0.95,6.38,2.35,41.57,0.13,0.06,0.0,0.0,0.19,0.06,0.25,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.13,0.83,0.06,0.95,0.0,0.06,0.0,0.0,0.0,0.13,0.06,0.0,1.02,23.66,19.65,4.01,83.06,5.53,14.12,9.41,0.19,8.82,0.19,42.86,31,15,1415,0.25,0.06,0.76,2.61,14.95,1.84,6.74,46.09,6.42,48.56,0.32,22.73
272,997280,La Liga,Osasuna,Raúl García de Haro,Forward,6.75,0.66,0.59,0.47,3.4,1.99,0.85,19.44,1.32,48.28,0.57,0.09,0.09,0.09,0.47,0.0,0.57,0.0,0.0,0.0,0.0,0.09,0.09,100.0,1.42,0.66,1.42,0.09,0.19,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.0,1.04,20.89,14.56,6.33,69.68,5.2,9.36,4.16,0.38,44.44,0.57,85.71,35,5,952,0.19,0.09,1.13,1.13,12.76,1.7,7.47,50.0,3.88,46.59,3.59,54.29
273,1482424,La Liga,Girona FC,Claudio Echeverri,Midfielder,6.75,0.15,0.31,0.15,3.03,0.91,1.06,5.0,2.42,64.0,0.15,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.91,0.15,0.61,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.3,0.15,0.0,1.21,32.22,27.98,4.24,86.85,6.5,21.48,14.82,0.45,21.43,1.21,61.54,16,5,595,0.45,0.0,0.76,2.12,13.01,1.82,5.6,55.22,5.45,57.14,0.15,25.0
274,872919,La Liga,Sevilla,Ruben Vargas,Midfielder,6.75,0.17,0.18,0.0,2.16,0.46,0.8,7.89,1.19,43.75,0.11,0.06,0.0,0.11,0.06,0.0,0.4,0.0,0.06,0.06,100.0,0.0,0.06,0.0,1.02,0.4,0.74,0.06,0.57,0.0,0.17,0.0,0.0,0.0,0.23,0.34,0.0,1.59,30.78,22.19,8.59,72.09,8.25,13.94,8.82,1.31,25.84,1.42,53.19,23,20,1582,0.11,0.0,0.74,0.97,18.83,0.97,4.32,49.03,3.19,47.06,1.14,55.56
275,188365,La Liga,Real Betis,Héctor Bellerín,Defender,6.74,0.1,0.02,0.0,0.36,0.26,0.0,28.57,0.31,50.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.67,3.5,0.21,0.93,0.05,0.0,0.0,0.0,0.15,0.26,0.15,0.0,1.23,49.11,42.99,6.12,87.54,21.34,21.65,10.08,0.31,20.69,1.13,44.0,26,19,1750,0.1,0.0,0.77,0.21,9.87,0.41,2.93,49.14,2.06,45.98,0.87,58.62
276,1082981,La Liga,Mallorca,Pablo Torre,Midfielder,6.74,0.17,0.08,0.17,1.28,0.58,0.41,13.64,0.87,44.12,0.06,0.12,0.0,0.12,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.23,0.0,1.16,0.52,0.75,0.12,0.99,0.0,0.06,0.0,0.0,0.0,0.17,0.23,0.0,1.74,44.07,37.35,6.73,84.74,12.99,24.36,12.93,1.1,22.62,1.91,58.93,34,18,1552,0.23,0.0,1.68,1.91,14.79,1.04,4.23,40.78,3.94,45.33,0.29,17.24
277,1152139,La Liga,Real Betis,Angel Ortiz,Defender,6.74,0.0,0.01,0.0,0.15,0.0,0.0,0.0,1.08,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.46,2.47,0.62,1.24,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.93,38.66,32.16,6.49,83.2,17.32,14.85,6.34,0.77,26.32,1.39,34.62,13,7,582,0.15,0.0,1.39,1.39,13.92,0.77,6.8,54.32,6.65,58.11,0.15,14.29
278,962890,La Liga,Celta Vigo,Ilaix Moriba,Midfielder,6.74,0.04,0.05,0.07,0.64,0.15,0.34,5.88,0.49,48.15,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,3.18,0.97,1.2,0.22,0.82,0.07,0.11,0.0,0.0,0.22,0.19,0.11,0.0,0.64,37.27,32.89,4.38,88.25,15.01,17.89,8.08,0.0,0.0,1.16,67.39,35,25,2405,0.26,0.0,1.46,2.1,7.63,0.79,6.32,57.09,5.76,61.85,0.56,31.91
279,1082968,La Liga,Deportivo Alavés,Abderrahman Rebbach,Midfielder,6.73,0.06,0.14,0.19,2.09,0.7,0.83,3.03,1.08,36.17,0.06,0.0,0.0,0.0,0.06,0.06,0.32,0.0,0.0,0.0,0.0,0.0,0.06,0.0,2.54,0.95,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.06,0.57,0.25,0.0,1.78,27.1,21.33,5.78,78.69,8.76,12.57,8.06,1.21,19.19,1.21,47.5,29,14,1418,0.44,0.0,2.28,1.78,17.14,1.08,5.97,44.55,5.39,44.97,0.57,40.91
280,1000483,La Liga,FC Barcelona,Marc Casadó,Midfielder,6.73,0.0,0.1,0.09,1.01,0.0,0.18,0.0,0.18,33.33,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.64,0.64,0.27,0.73,0.0,0.0,0.0,0.0,0.27,0.0,0.09,0.0,1.28,80.65,73.32,7.33,90.91,31.89,41.43,15.58,0.18,100.0,1.83,54.05,23,10,982,0.09,0.0,2.29,1.83,9.9,0.55,4.31,50.0,3.67,49.38,0.64,53.85
281,385888,La Liga,Getafe,Mauro Arambarri,Midfielder,6.73,0.17,0.2,0.17,1.65,0.54,0.74,10.34,0.85,50.85,0.17,0.0,0.06,0.03,0.09,0.06,0.14,0.0,0.09,0.06,66.67,0.0,0.03,0.0,1.88,0.65,0.97,0.17,1.05,0.03,0.0,0.0,0.0,0.31,0.03,0.06,0.0,0.6,21.9,16.41,5.49,74.94,6.11,10.29,5.03,0.09,16.67,1.02,48.0,36,36,3165,0.17,0.0,1.68,1.91,10.24,1.31,6.23,49.1,4.64,49.85,1.59,47.06
282,986245,La Liga,Villarreal,Sergi Cardona,Defender,6.73,0.05,0.05,0.0,0.83,0.23,0.51,5.56,0.18,28.57,0.05,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,1.66,2.59,0.42,1.29,0.05,0.09,0.0,0.0,0.28,0.18,0.18,0.05,0.97,33.62,27.43,6.2,81.57,14.38,13.04,7.17,0.92,24.39,0.97,37.5,30,20,1946,0.18,0.0,1.29,1.02,12.63,0.37,4.21,49.73,3.28,49.31,0.92,51.28
283,191182,La Liga,Girona FC,Thomas Lemar,Midfielder,6.73,0.21,0.13,0.07,1.14,0.57,0.14,18.75,1.36,55.88,0.07,0.14,0.0,0.14,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.86,0.36,0.14,0.14,1.14,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,1.43,46.0,40.43,5.57,87.89,14.29,26.14,16.07,1.21,31.48,1.64,74.19,26,14,1260,0.21,0.0,1.36,1.43,14.21,2.36,4.79,44.37,4.64,44.22,0.14,50.0
284,899982,La Liga,Rayo Vallecano,Isi Palazón,Midfielder,6.73,0.12,0.21,0.24,2.11,0.64,0.84,5.66,0.92,47.92,0.12,0.0,0.0,0.12,0.0,0.12,0.24,0.0,0.12,0.08,66.67,0.0,0.08,0.0,1.15,0.12,0.92,0.24,0.92,0.0,0.04,0.0,0.0,0.04,0.36,0.12,0.0,1.55,34.69,28.61,6.09,82.45,11.1,17.51,11.18,1.15,27.62,1.75,57.89,31,27,2262,0.4,0.04,1.43,2.03,14.48,1.63,4.89,44.73,4.06,45.54,0.84,41.18
285,797290,La Liga,Villarreal,Alfonso Pedraza,Defender,6.73,0.06,0.06,0.06,0.61,0.17,0.28,9.09,1.05,61.29,0.06,0.0,0.0,0.06,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.44,2.05,0.33,0.83,0.06,0.06,0.06,0.0,0.11,0.33,0.17,0.0,1.11,32.11,25.51,6.6,79.45,13.92,11.59,5.82,1.11,24.39,1.61,39.73,26,18,1623,0.44,0.0,1.5,1.28,13.7,0.78,4.66,53.16,4.55,55.78,0.11,18.18
286,1525863,La Liga,Villarreal,Pau Navarro,Defender,6.73,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.29,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.88,5.01,0.79,1.57,0.05,0.0,0.0,0.05,0.15,0.05,0.0,0.0,0.2,45.69,40.34,5.35,88.29,29.54,10.8,2.99,0.05,50.0,1.67,40.48,22,22,1834,0.2,0.0,1.67,0.49,6.48,0.1,5.15,51.72,3.88,52.67,1.28,49.06
287,910024,La Liga,Rayo Vallecano,Sergio Camello,Forward,6.73,0.46,0.31,0.58,2.89,1.39,0.93,16.0,1.97,51.52,0.35,0.12,0.0,0.12,0.35,0.12,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.23,0.0,0.0,0.58,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,1.74,23.48,19.09,4.4,81.28,7.4,11.68,7.29,0.12,33.33,0.58,62.5,21,8,778,0.23,0.12,0.81,1.5,12.38,2.31,4.97,43.0,4.51,45.35,0.46,28.57
288,158615,La Liga,Celta Vigo,Matías Vecino,Midfielder,6.73,0.0,0.06,0.0,1.42,0.0,0.71,0.0,0.71,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,1.42,2.13,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.65,51.02,10.63,82.76,16.3,34.72,14.17,0.0,0.0,0.71,25.0,5,2,127,0.0,0.0,2.13,0.0,12.05,0.71,7.8,55.0,5.67,61.54,2.13,42.86
289,175185,La Liga,Espanyol,Pere Milla,Midfielder,6.73,0.32,0.32,0.32,2.69,0.93,1.25,12.07,0.42,40.91,0.32,0.0,0.14,0.14,0.05,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.67,0.79,0.88,0.14,1.67,0.0,0.0,0.0,0.0,0.05,0.19,0.0,0.0,1.53,23.98,17.13,6.85,71.43,6.62,10.51,6.44,0.37,22.86,0.88,46.34,32,24,1944,0.28,0.05,1.06,1.67,12.13,1.3,4.68,43.72,3.61,44.32,1.06,41.82
290,152446,La Liga,Rayo Vallecano,Iván Balliu,Defender,6.73,0.0,0.06,0.18,0.36,0.0,0.36,0.0,1.25,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.25,0.89,0.53,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.36,39.84,32.73,7.11,82.14,16.01,16.72,9.07,0.18,12.5,1.96,40.74,13,5,506,0.36,0.0,1.42,0.71,11.21,0.18,4.45,54.35,3.74,61.76,0.71,33.33
291,1064026,La Liga,Espanyol,Omar El Hilali,Defender,6.72,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.22,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.28,2.97,0.54,0.77,0.03,0.03,0.03,0.0,0.26,0.1,0.06,0.0,0.54,39.65,31.92,7.73,80.5,18.95,12.97,5.3,0.58,32.14,2.04,36.36,35,32,2817,0.29,0.0,1.41,0.77,11.66,0.16,4.15,54.85,3.26,58.29,0.89,45.16
292,997035,La Liga,FC Barcelona,Alejandro Balde,Defender,6.72,0.0,0.02,0.0,0.45,0.05,0.35,0.0,1.16,58.97,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.25,1.16,0.45,0.3,0.0,0.05,0.05,0.0,0.15,0.2,0.1,0.05,1.16,57.31,52.62,4.69,91.81,21.89,30.72,16.35,0.25,19.23,0.76,55.56,27,20,1784,0.1,0.0,0.71,1.21,9.43,0.96,4.64,58.97,4.14,60.29,0.5,50.0
293,1092769,La Liga,Girona FC,Yáser Asprilla,Midfielder,6.72,0.0,0.09,0.0,2.23,0.74,0.74,0.0,1.93,59.09,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.15,0.0,0.0,0.0,0.0,0.15,0.0,1.19,0.74,0.6,0.15,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.79,22.46,19.19,3.27,85.43,7.44,11.75,8.03,1.64,29.73,1.64,84.62,15,6,605,0.0,0.0,1.49,1.19,13.54,1.49,4.61,46.27,4.31,48.33,0.3,28.57
294,187313,La Liga,Osasuna,Lucas Torró,Midfielder,6.72,0.0,0.06,0.04,1.0,0.24,0.6,0.0,0.36,69.23,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.09,1.81,0.28,0.44,0.0,0.08,0.0,0.0,0.08,0.04,0.04,0.0,0.6,39.23,29.38,9.85,74.9,14.55,14.83,6.39,0.0,0.0,1.57,37.14,33,30,2239,0.24,0.0,1.53,1.13,11.86,0.44,6.95,63.14,2.85,54.62,4.1,70.83
295,1101232,La Liga,Getafe,Abdel Abqar,Defender,6.72,0.0,0.02,0.07,0.47,0.07,0.33,0.0,0.13,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,1.4,4.73,0.47,0.4,0.0,0.07,0.07,0.0,0.0,0.2,0.13,0.0,0.27,28.13,20.33,7.8,72.27,14.27,6.07,2.27,0.0,0.0,3.53,44.17,22,16,1350,0.67,0.07,1.73,2.27,9.2,0.2,6.13,63.89,4.87,65.77,1.27,57.58
296,1513222,La Liga,Deportivo Alavés,Ángel Pérez,Midfielder,6.72,0.08,0.07,0.08,0.98,0.22,0.15,7.69,1.35,41.86,0.08,0.0,0.0,0.08,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.68,1.95,0.08,0.82,0.0,0.0,0.0,0.0,0.15,0.15,0.22,0.0,1.65,32.85,24.3,8.55,73.97,7.5,16.8,9.07,1.5,23.53,1.05,25.0,15,13,1200,0.22,0.0,1.12,1.2,18.08,0.38,3.75,44.25,3.68,47.12,0.08,11.11
297,1010165,La Liga,Osasuna,Abel Bretones,Defender,6.71,0.05,0.03,0.0,0.6,0.16,0.38,9.09,0.71,44.83,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.98,2.77,0.27,0.92,0.0,0.05,0.0,0.0,0.16,0.16,0.11,0.0,0.71,27.3,21.06,6.24,77.14,8.69,12.38,6.73,0.65,36.36,1.3,38.71,28,17,1658,0.27,0.05,0.92,1.03,12.81,0.65,4.23,52.7,3.53,51.18,0.71,61.9
298,882475,La Liga,Real Oviedo,Alberto Reina,Midfielder,6.71,0.15,0.13,0.11,0.83,0.41,0.26,18.18,0.56,51.72,0.11,0.04,0.0,0.11,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.64,0.53,0.23,0.56,0.04,0.15,0.04,0.0,0.04,0.26,0.04,0.0,1.28,37.66,32.07,5.59,85.14,15.54,16.52,8.56,0.64,32.08,2.1,60.22,36,30,2397,0.15,0.04,1.31,1.69,9.61,0.86,4.43,51.98,3.83,54.84,0.6,39.02
299,859769,La Liga,Levante UD,Oriol Rey,Midfielder,6.71,0.0,0.03,0.0,0.56,0.07,0.28,0.0,0.07,50.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.63,2.32,0.28,1.05,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.7,38.61,33.7,4.91,87.27,16.08,17.62,6.95,0.28,50.0,1.54,50.0,19,14,1282,0.28,0.0,1.61,0.98,6.25,0.21,3.37,46.15,2.46,45.45,0.91,48.15
300,1526628,La Liga,Celta Vigo,Fer López,Midfielder,6.71,0.08,0.09,0.16,0.98,0.41,0.25,8.33,1.64,58.82,0.08,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.57,0.74,0.16,0.9,0.08,0.16,0.0,0.0,0.08,0.16,0.0,0.08,0.74,43.45,36.9,6.55,84.93,14.32,22.58,11.95,0.25,20.0,2.21,61.36,16,12,1100,0.25,0.0,1.96,1.06,12.85,1.23,4.34,42.4,3.93,43.64,0.41,33.33
301,892521,La Liga,Valencia,Unai Núñez,Defender,6.71,0.0,0.02,0.11,0.54,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,1.19,4.22,0.54,0.65,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.11,44.95,38.34,6.61,85.3,24.48,13.86,3.79,0.11,33.33,3.14,50.88,12,9,831,0.22,0.0,1.08,0.76,9.31,0.32,4.44,55.41,3.03,58.33,1.41,50.0
302,946381,La Liga,Sevilla,Akor Adams,Forward,6.71,0.44,0.44,0.4,2.64,1.32,0.79,16.67,0.7,57.14,0.4,0.04,0.04,0.09,0.31,0.0,1.81,0.0,0.13,0.13,100.0,0.0,0.0,0.0,0.35,0.04,1.1,0.18,0.13,0.04,0.0,0.0,0.0,0.09,0.04,0.13,0.0,0.57,15.41,9.91,5.5,64.29,3.7,6.21,3.96,0.04,5.56,0.31,36.84,31,21,2044,0.13,0.0,1.59,0.53,10.92,1.45,4.01,37.14,1.59,31.03,2.42,42.64
303,1186010,La Liga,Real Betis,Valentín Gómez,Defender,6.71,0.05,0.04,0.05,0.53,0.24,0.29,9.09,0.63,92.86,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1.16,5.44,0.63,1.06,0.05,0.05,0.1,0.0,0.19,0.14,0.0,0.0,0.48,45.72,39.22,6.5,85.79,24.5,14.73,4.52,0.14,25.0,2.02,43.75,27,19,1870,0.24,0.0,1.25,0.58,9.29,0.34,5.39,56.85,3.32,56.1,2.07,58.11
304,1000150,La Liga,Mallorca,Zito Luvumbo,Forward,6.7,0.0,0.11,0.35,1.56,1.21,0.35,0.0,1.56,39.13,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.35,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,1.56,10.06,7.11,2.95,70.69,0.87,6.24,4.68,0.69,20.0,0.0,0.0,10,6,519,0.35,0.0,2.25,3.64,13.01,1.21,5.55,41.03,5.38,46.27,0.17,9.09
305,605374,La Liga,Elche,Tete Morente,Forward,6.7,0.11,0.06,0.0,0.85,0.11,0.43,12.5,0.75,25.93,0.11,0.0,0.11,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.96,1.92,0.53,0.75,0.0,0.0,0.0,0.0,0.21,0.32,0.11,0.0,1.17,31.39,23.7,7.69,75.51,5.55,18.15,11.53,0.64,13.64,0.53,20.0,12,10,843,0.11,0.0,1.49,0.96,18.58,1.17,5.34,44.25,4.06,42.7,1.28,50.0
307,1402908,La Liga,Elche,Hector Fort,Defender,6.7,0.37,0.11,0.19,2.22,0.93,0.37,16.67,1.48,42.11,0.37,0.0,0.0,0.0,0.37,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.11,1.48,0.19,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.74,29.81,24.81,5.0,83.23,8.52,16.3,6.85,0.37,22.22,1.48,57.14,13,7,486,0.0,0.0,0.74,0.19,12.22,1.3,5.0,47.37,3.89,45.65,1.11,54.55
308,1458073,La Liga,Rayo Vallecano,Nobel Mendy,Defender,6.7,0.1,0.08,0.1,0.58,0.16,0.37,18.18,0.16,75.0,0.1,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.1,7.9,1.1,0.42,0.0,0.05,0.05,0.0,0.26,0.05,0.0,0.0,0.16,47.9,41.31,6.59,86.24,33.0,8.31,2.04,0.0,0.0,2.35,37.5,23,21,1721,0.37,0.1,1.57,0.63,7.43,0.16,3.61,51.88,2.09,51.28,1.52,52.73
309,910267,La Liga,Athletic Club,Jesús Areso,Defender,6.7,0.0,0.01,0.0,0.18,0.0,0.06,0.0,0.83,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,1.07,3.03,0.48,0.36,0.0,0.12,0.0,0.0,0.12,0.18,0.06,0.0,1.37,34.56,28.85,5.71,83.48,12.19,16.66,8.45,1.01,20.0,1.07,47.37,26,14,1513,0.18,0.0,1.13,0.42,15.82,0.48,4.46,59.52,2.5,50.6,1.96,76.74
313,88625,La Liga,Girona FC,Marc-André Ter Stegen,Goalkeeper,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,34.5,3.0,92.0,34.5,0.0,0.0,0.0,0.0,3.5,53.85,2,2,180,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,344129,La Liga,Levante UD,José Luis Morales,Forward,6.7,0.23,0.52,0.94,2.58,0.94,0.7,9.09,2.11,52.94,0.23,0.0,0.0,0.0,0.23,0.0,0.94,0.0,0.23,0.23,100.0,0.0,0.0,0.0,2.35,0.7,0.94,0.47,0.23,0.0,0.0,0.0,0.0,0.0,0.47,0.23,0.0,1.64,29.84,22.32,7.52,74.8,7.28,15.04,10.1,0.47,20.0,0.23,25.0,20,1,383,0.23,0.0,0.7,0.94,15.74,1.41,5.87,53.19,5.4,56.1,0.47,33.33
316,328145,La Liga,Sevilla,Adnan Januzaj,Midfielder,6.7,0.0,0.07,0.0,1.97,0.0,0.56,0.0,2.25,42.11,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.28,0.84,0.0,0.28,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,3.09,36.28,31.78,4.5,87.6,10.69,21.09,16.03,2.25,26.67,4.22,68.18,12,2,320,0.28,0.0,2.25,2.81,21.38,1.12,6.75,50.0,6.75,50.0,0.0,0.0
317,1084381,La Liga,Deportivo Alavés,Pablo Ibáñez,Midfielder,6.7,0.04,0.17,0.12,1.86,0.5,0.78,2.22,1.28,43.66,0.04,0.0,0.0,0.0,0.04,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.87,1.07,0.41,1.24,0.0,0.04,0.0,0.0,0.08,0.04,0.04,0.0,0.78,40.97,35.23,5.74,85.99,14.33,20.9,10.41,0.25,18.18,1.03,43.86,36,27,2179,0.29,0.0,1.57,2.64,12.97,1.94,7.23,49.3,6.15,49.17,1.07,50.0
321,2110897,La Liga,Athletic Club,Alejandro Rego Mora,Midfielder,6.7,0.07,0.04,0.0,0.87,0.22,0.22,8.33,0.66,47.37,0.07,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,1.75,1.17,0.36,1.09,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,0.8,38.16,31.24,6.92,81.87,13.54,17.69,7.43,0.22,50.0,1.75,64.86,28,11,1236,0.44,0.0,2.91,0.44,9.47,0.44,5.17,47.65,4.15,44.88,1.02,63.64
323,597876,La Liga,Real Oviedo,Lucas Ahijado,Defender,6.69,0.0,0.08,0.17,0.83,0.17,0.33,0.0,1.32,59.26,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,1.41,2.57,0.33,0.83,0.0,0.0,0.08,0.0,0.08,0.17,0.08,0.0,0.66,34.86,27.9,6.95,80.05,13.33,14.57,6.46,0.41,31.25,1.24,28.3,19,11,1087,0.25,0.0,1.16,0.25,11.76,0.25,5.96,63.16,5.38,63.73,0.58,58.33
